상권_구분_코드,상권_구분_코드_명,상권_코드,상권_코드_명,엑스좌표_값,와이좌표_값,자치구_코드,자치구_코드_명,행정동_코드,행정동_코드_명,영역_면적,TRDAR_CD,총_유동인구_수,야간_유동인구_17_24,야간_비율,주말_평균,주중_평균,주말_프리미엄,남성_유동인구_수,여성_유동인구_수,연령대_20_유동인구_수,연령대_30_유동인구_수,연령대_40_유동인구_수,총_매출,총_상주인구,평균_소득,총_인구,인당_매출효율,야간_매출효율,주류친화_지수,타겟연령_비율,성비_균형도,야간_유동인구_17_24_점수,총_매출_점수,주류친화_지수_점수,한식_월매출,한식_월건수,한식_주중매출,한식_주말매출,한식_월요일,한식_화요일,한식_수요일,한식_목요일,한식_금요일,한식_토요일,한식_일요일,한식_점포수,T1_야간유동인구,T2_한식매출밀도,C1_경쟁밀도,C2_상권활성도,E1_주류친화지수,T1_점수,T2_점수,C1_점수,C2_점수,E1_점수,곱창집_적합도_점수
A,골목상권,3110027,혜화역 1번,200507,453618,11110,종로구,11110640,이화동,117673,3110027,364642,130998,0.3592509913833294,60470.5,48740.0,1.240675010258515,152744,211899,104609,66387,52015,286482230.0,118548.0,2786575.0,483190.0,592.8976800016557,2186.920640009771,0.3118205989334035,0.6115889008945761,0.8377723904541989,3.0,1.0,5.0,111427030.0,3483.0,93999099.0,17427931.0,13322303.0,16539118.0,17521348.0,18614966.0,28001364.0,15529134.0,1898797.0,1.0,130998,850.5945083550256,0.5,286482230.0,0.06660685770967635,5.195663339672668,0.00018921571828612875,0.0,0.027495036008159928,15.791277084052094,3.1419982696378055
A,골목상권,3110028,이화달팽이길,200575,452995,11110,종로구,11110640,이화동,159124,3110028,1959763,519335,0.2649988799666082,282465.0,278966.4,1.0125412952957775,945268,1014495,336428,287812,272198,4183862248.0,174420.0,2461097.0,2134183.0,1960.4046363409325,8056.191568063004,0.1640158460982759,0.4574216372081726,0.9646758306999368,5.0,3.0,2.0,349805964.0,13361.0,300855093.0,48950871.0,56772577.0,58049412.0,45666334.0,70337153.0,70029617.0,37992325.0,10958546.0,1.0,519335,673.5638661675678,0.5,4183862248.0,0.04311683562274031,20.59794669009378,0.00014983505006980712,0.0,0.4015447770074289,10.222219178601279,7.261875100201895
A,골목상권,3110029,동대문역 1번,200934,452953,11110,종로구,11110680,창신2동,153230,3110029,2770934,803184,0.2898603864256601,407483.5,391193.0,1.041643127561076,1353744,1417190,416667,333723,337429,2438226401.0,235680.0,2098071.0,3006614.0,810.9542498638003,3035.7009116217455,0.1905734828798264,0.3925820679958454,0.9771030273546754,5.0,3.0,3.0,523218372.0,9209.0,358673793.0,164544579.0,48054287.0,49013619.0,79147496.0,93800937.0,88657454.0,131956037.0,32588542.0,1.0,803184,651.429461456576,0.5,2438226401.0,0.13297581013254195,31.856010502539366,0.00014491122650277545,0.0,0.23400796165102875,31.526151142455323,12.74455568706162
A,골목상권,3110030,동대문역 3번,201063,452656,11110,종로구,11110670,창신1동,9161,3110030,134114,41214,0.3073057249802406,19280.5,19110.4,1.0089009125920965,65313,68800,21865,16202,16182,576451391.0,8012.0,2376672.0,142126.0,4055.917924939842,13986.785825205028,0.1879438000249829,0.4044991574332284,0.973999731571648,1.0,2.0,3.0,339515728.0,8134.0,149647627.0,189868101.0,26588643.0,29616831.0,29466989.0,23216030.0,40759134.0,132049353.0,57818748.0,1.0,41214,8237.673856605605,0.5,576451391.0,0.38989672244981,1.634636169111508,0.0018324799425273467,0.0,0.055324729050380814,92.43743647546741,9.742891327623383
A,골목상권,3110031,창신역 1번,201298,453314,11110,종로구,11110690,창신3동,32878,3110031,74285,24693,0.3324089654708218,12246.0,9958.8,1.2296662248463672,34759,39527,6940,12190,12210,99950969.0,19520.0,2216896.0,93805.0,1065.5185651084696,4047.7450694528816,0.29131186922104,0.4218886720064616,0.9358147674496872,1.0,1.0,5.0,391163.0,33.0,391163.0,0.0,0.0,391163.0,0.0,0.0,0.0,0.0,0.0,1.0,24693,15.840406576496315,0.5,99950969.0,8.497829318443381e-07,0.9793776610828959,3.523716505191753e-06,0.0,0.009592760750659743,0.0002014681100337004,0.2952732401775974
A,골목상권,3110032,수족관거리,201321,452326,11110,종로구,11110670,창신1동,9323,3110032,93846,21992,0.234341367772734,11308.5,14245.4,0.7938352029427044,46594,47251,11527,15824,21634,102696135.0,1044.0,1616161.0,94890.0,1082.2650964274424,4669.704210622044,0.0581389018407221,0.5219721671674872,0.9929991688510964,1.0,1.0,1.0,102696135.0,2020.0,69333733.0,33362402.0,10826249.0,10496783.0,14282616.0,11656649.0,22071436.0,21985078.0,11377324.0,1.0,21992,4669.491883781203,0.5,102696135.0,0.11276051919202949,0.8722501730261631,0.001038733794002032,0.0,0.009856227137452307,26.733472557199306,2.936760425146898
A,골목상권,3110033,창신역 4번,201471,453118,11110,종로구,11110700,숭인1동,77869,3110033,873635,270361,0.3094667681583269,127805.0,123605.0,1.033979207960843,421924,451710,117695,128816,133196,606464269.0,88100.0,2207936.0,961735.0,630.5939463573645,2243.164764888427,0.1992717440793333,0.4346288781928379,0.9659056699880384,4.0,2.0,4.0,385745269.0,17261.0,282909775.0,102835494.0,66950454.0,52196008.0,41296118.0,61902105.0,60565090.0,54199315.0,48636179.0,1.0,270361,1426.7732484594728,0.5,606464269.0,0.11248862556926575,10.723100628843511,0.0003173873360184119,0.0,0.058205204957450206,26.66901151396614,5.892641467627289
A,골목상권,3110034,창신1동주민센터,201508,452344,11110,종로구,11110670,창신1동,29604,3110034,260750,63938,0.2452080536912751,34009.0,38546.6,0.8822827434845097,126470,134280,36331,51106,58775,207337264.0,11784.0,960234.0,272534.0,760.7757710964504,3242.7861991304076,0.1000379296085689,0.5607363374880153,0.9700479386385428,2.0,1.0,1.0,112890559.0,3120.0,74594643.0,38295916.0,9552927.0,21932006.0,15543654.0,10902460.0,16663596.0,21558843.0,16737073.0,1.0,63938,1765.597819796994,0.5,207337264.0,0.12588613277292976,2.5359190416036204,0.0003927592482620068,0.0,0.01989912442217921,29.845317314350822,3.748390502391561
A,골목상권,3110057,황학코아루아파트,202013,451863,11140,중구,11140670,황학동,30230,3110057,861992,240618,0.2791418017800629,124271.5,122689.8,1.0128918622411969,384948,477044,152104,189168,133036,2297644435.0,74132.0,3108300.0,936124.0,2454.4231693664515,9548.92998445669,0.1726418259645165,0.5502464059991276,0.8931591012445591,4.0,3.0,2.0,1292112927.0,18790.0,781832015.0,510280912.0,143133883.0,129783424.0,152282569.0,145644724.0,210987415.0,290298049.0,219982863.0,1.0,240618,5369.953856511746,0.5,2297644435.0,0.18218820067223143,9.54342907117176,0.0011945523585477236,0.0,0.22051565458099542,43.19351576079736,7.21575628370805
A,골목상권,3110058,성심여자고등학교,195949,448136,11170,용산구,11170570,원효로2동,135620,3110058,1540485,421081,0.273343135441111,210902.5,223735.6,0.942641671687474,773488,766996,219148,323234,266992,10872169386.0,165972.0,2911566.0,1706457.0,6371.194460803876,25819.66269197613,0.1410625499396561,0.5254020649340955,0.99578574280178,5.0,4.0,2.0,504918464.0,16505.0,426541357.0,78377107.0,78665623.0,62995616.0,88849056.0,76671134.0,119359928.0,44096607.0,34280500.0,1.0,421081,1199.0977149343832,0.5,10872169386.0,0.05022685406353533,16.700981043471707,0.0002667406539754724,0.0,1.043452812954172,11.907875507874461,6.357666470935578
A,골목상권,3110059,새남터성지,196084,447363,11170,용산구,11170640,이촌2동,56970,3110059,563171,157083,0.2789259390131949,80439.0,80458.6,0.9997563964573084,263583,299587,65841,93087,94365,916625346.0,74792.0,3266131.0,637963.0,1436.800168661819,5835.293099826206,0.1672581219908403,0.4497621503948179,0.9360691512879749,3.0,2.0,2.0,39703475.0,1796.0,34750547.0,4952928.0,9737205.0,6442367.0,2334045.0,8840759.0,7396171.0,3733874.0,1219054.0,1.0,157083,252.7531448142395,0.5,916625346.0,0.03975470887885348,6.230250724330156,5.622522526931581e-05,0.0,0.08797281037033974,9.425119948431385,2.8247971900040536
