source,title,description,pub_date,prices,districts,sentiment
news,"경상원, 2025년 전통시장 특화상품 지원사업 본격 추진…4개 시장에 각 ...",▲죽산시장은 지역 명물인 <b>곱창</b>거리를 활용한 테마형 밀키트 상품을 추진한다. ▲의정부역지하상가는 '먹거리·마실거리·신을거리'를 주제로 한 3종 특화상품 개발에 나선다. ▲통복시장은 지역산 재료를 기반으로 한... ,"Thu, 12 Jun 2025 23:30:00 +0900",[],[],neutral
news,"경상원, '경기도 전통시장 특화상품 지원사업’ 설명회 개최",각 시장은 지원비로 ▲지역 특산물 활용 신규 밀키트 개발(중동사랑시장) ▲<b>곱창</b>거리 특화 밀키트 개발(죽산시장) ▲먹거리·마실거리·신을거리 특화상품 개발(의정부역지하상가) ▲지역상품 활용 건강 조청 개발... ,"Thu, 12 Jun 2025 23:22:00 +0900",[],[],neutral
news,'한국기행' 부산 자갈치 시장 양<b>곱창</b> 맛집 찾는다,양<b>곱창</b> 맛집을 찾아간다. 12일 방송되는 EBS1 '한국기행'에서는 여름밤을 환하게 밝혀줄 야식 맛보러 야행을 나선다. 자갈치시장 뒷골목 오래된 건물에 자리한 양<b>곱창</b>집. 늦은 밤까지 사람들로 북새통을 이루는 이곳의... ,"Thu, 12 Jun 2025 21:32:00 +0900",[],[],neutral
news,"경상원, '경기도 전통시장 특화상품 지원사업' 설명회 개최",각 시장은 지원비로 △지역 특산물 활용 신규 밀키트 개발(중동사랑시장) △<b>곱창</b>거리 특화 밀키트 개발(죽산시장) △먹거리·마실거리·신을거리 특화상품 개발(의정부역지하상가) △지역상품 활용 건강 조청 개발... ,"Thu, 12 Jun 2025 20:29:00 +0900",[],[],neutral
news,"경상원, ‘2025년 전통시장 특화상품 지원사업’ 대상지 최종 4곳 선정",각 시장은 지원비로 ▷지역 특산물 활용 신규 밀키트 개발(중동사랑시장) ▷<b>곱창</b>거리 특화 밀키트 개발(죽산시장) ▷먹거리·마실거리·신을거리 특화상품 개발(의정부역지하상가) ▷지역상품 활용 건강 조청 개발... ,"Thu, 12 Jun 2025 19:27:00 +0900",[],[],neutral
news,"[한국기행] 자갈치시장 뒷골목, 연탄불 양<b>곱창</b>",자갈치시장 뒷골목 오래된 건물에 자리한 양<b>곱창</b>집. 늦은 밤까지 사람들로 북새통을 이루는 이곳의... 양<b>곱창</b>을 구워 팔기 시작한 것이 지금까지 이어졌다는데! 외할머니와 친정엄마에 이어 4대째 맛을 이어오고 있다는... ,"Thu, 12 Jun 2025 17:30:00 +0900",[],[],neutral
news,"경상원, 경쟁력 강화 ‘특화상품’ 육성",각 시장은 지원비로 ▲지역 특산물 활용 신규 밀키트 개발(중동사랑시장) ▲<b>곱창</b>거리 특화 밀키트 개발(죽산시장) ▲먹거리·마실거리·신을거리 특화상품 개발(의정부역지하상가) ▲지역상품 활용 건강 조청 개발... ,"Thu, 12 Jun 2025 17:16:00 +0900",[],[],neutral
news,한우 프리미엄 보양 쌀국수 강남역 맛집 ‘땀땀’,"매운 한우 소<b>곱창</b>, 매운 우삼겹, 매운 바쿠테 등 땀땀 매운 쌀국수 메뉴는 매운 맛을 선호하는 젊은 층 손님들에게 인기가 있다. 쌀국수를 주문하면 면, 숙주, 밥은 무료 리필도 가능하다. 쌀국수 이외에 하노이 분짜... ","Thu, 12 Jun 2025 16:52:00 +0900",[],['강남역'],neutral
news,"경상원, 전통시장 특화상품 지원 선정지 4곳 사업설명회 진행",각 시장은 지원비로 ▲지역 특산물 활용 신규 밀키트 개발(중동사랑시장) ▲<b>곱창</b>거리 특화 밀키트 개발(죽산시장) ▲먹거리·마실거리·신을거리 특화상품 개발(의정부역지하상가) ▲지역상품 활용 건강 조청 개발... ,"Thu, 12 Jun 2025 16:33:00 +0900",[],[],neutral
news,"경상원, 전통시장 특화상품 육성 본격화… 4개 시장에 1억 원씩 지원","부천 중동사랑시장은 지역 특산물을 활용한 밀키트, 안성 죽산시장은 <b>곱창</b>거리 테마 밀키트, 의정부역지하상가는 먹거리·마실거리·신을거리 테마 상품, 평택 통복시장은 지역 농산물 기반 건강 조청을 각각 개발할... ","Thu, 12 Jun 2025 16:24:00 +0900",[],[],neutral
news,"<b>곱창</b>파는청년들, 여름철 보양식 '도가니탕·삼계탕' 출시",주식회사 지향의 가정간편식(HMR) 브랜드 <b>곱창</b>파는청년들이 본격적인 여름을 앞두고 무더운 삼복더위를 이겨낼 한국인의 대표 여름철 보양식 도가니탕과 삼계탕을 출시했다고 밝혔다. <b>곱창</b>파는청년들은 1인 가구와... ,"Thu, 12 Jun 2025 16:06:00 +0900",[],[],neutral
news,"경기도시장상권진흥원, 전통시장 특화상품 4개소 선정… 밀키트·조청 ...",시장별 주요 사업 내용은 ▲중동사랑시장의 지역 특산물 활용 밀키트 개발 ▲죽산시장의 <b>곱창</b>거리 연계 밀키트 상품 ▲의정부역지하상가의 먹거리·마실거리·신을거리 콘셉트 상품 ▲통복시장의 지역 농산물을 활용한... ,"Thu, 12 Jun 2025 15:52:00 +0900",[],[],neutral
news,"더본코리아, '백종원 방지법'에 &quot;새 기준 철저히 이행&quot; 약속","본가·빽다방·역전우동·리춘시장·빽다방빵연구소·연돈볼카츠·낙원<b>곱창</b>·빽보이피자 등 8곳이다. 브랜드별 직영점 수는 빽다방빵연구소 4개, 빽다방 3개, 연돈볼카츠 2개, 본가·역전우동·리춘시장·낙원<b>곱창</b>... ","Thu, 12 Jun 2025 15:34:00 +0900",[],[],neutral
news,경상원 ‘전통시장 특화상품 지원사업’ 대상지 최종 4곳 선정,각 시장은 지원비로 △지역 특산물 활용 신규 밀키트 개발(중동사랑시장) △<b>곱창</b>거리 특화 밀키트 개발(죽산시장) △먹거리·마실거리·신을거리 특화상품 개발(의정부역지하상가) △지역상품 활용 건강 조청 개발... ,"Thu, 12 Jun 2025 15:16:00 +0900",[],[],neutral
news,"경상원,특화상품 육성으로 전통시장 경쟁력 강화 추진",각 시장은 지원비로 △지역 특산물 활용 신규 밀키트 개발(중동사랑시장) △<b>곱창</b>거리 특화 밀키트 개발(죽산시장) △먹거리·마실거리·신을거리 특화상품 개발(의정부역지하상가) △지역상품 활용 건강 조청 개발... ,"Thu, 12 Jun 2025 15:14:00 +0900",[],[],neutral
news,"특화상품 육성으로 경쟁력 더한다…경상원, '경기도 전통시장 특화상품...",각 시장은 지원비로 ▲지역 특산물 활용 신규 밀키트 개발(중동사랑시장) ▲<b>곱창</b>거리 특화 밀키트 개발(죽산시장) ▲먹거리·마실거리·신을거리 특화상품 개발(의정부역지하상가) ▲지역상품 활용 건강 조청 개발... ,"Thu, 12 Jun 2025 14:50:00 +0900",[],[],neutral
news,"철원군, 화강 외식지구 맞춤형 컨설팅 개발메뉴 시식품평회 개최","이날 선보인 메뉴는 ▲비빔칼국수 ▲쉬리망치돈까스 ▲파프리카 샌드위치 ▲한우<b>곱창</b>전골 ▲오대쌀 버섯솥밥 ▲다슬기 강된장 ▲쉬리빵 ▲화강꽃에이드 ▲한돈두루치기 등으로, 철원 농특산물을 활용한 차별화된... ","Thu, 12 Jun 2025 14:34:00 +0900",[],[],neutral
news,'<b>곱창</b> 맛보고 가세요',12일 서울 강남구 세텍에서 열린 육류산업박람회 '미트 엑스포 2025'의 한 부스에서 시식용 <b>곱창</b>을 굽고 있다. 2025.6.12,"Thu, 12 Jun 2025 12:38:00 +0900",[],[],neutral
news,"진도 <b>곱창</b>김, 中 상해 식품박람회서 ‘호응’",진도 <b>곱창</b>김이 중국 상하이 국제식품박람회에서 호응을 얻으며 중국시장 진출 교두보를 마련했다. 11일... 진도 <b>곱창</b>김 홍보 전시장을 운영했다. &lt;사진&gt; 이번 박람회에서 진도 <b>곱창</b>김은 다수의 중국 기업으로부터 수입... ,"Wed, 11 Jun 2025 19:36:00 +0900",[],[],neutral
news,"&quot;살랑거리는 미소&quot;…오마이걸 효정, 테니스 코트 위→청춘 감성 순수 폭...","순백의 테니스 스커트와 깔끔한 칼라티셔츠, 그리고 헤어에 얹은 연두색 <b>곱창</b> 머리끈까지, 풋풋한 청춘의 첫 장면을 연상시키는 스타일링이 인상적이었다. 볼에 스치는 바람을 닮은 미소와 함께 경쾌하게 라켓을 휘두르는... ","Wed, 11 Jun 2025 19:20:00 +0900",[],[],neutral
news,올여름 유행 예고하는 헤어 액세서리 3,"올여름 없어서는 안 될 헤어 액세서리의 조건? 50m 밖에서도 눈에 띌 만큼 크고 튀어야 한다는 것. 헤어 스카프와 뜨개질로 짠 레이스 크로셰 숏 비니, 대왕 큰 스크런치까지. 이 세 가지 키워드는 꼭 기억하세요.... ","Wed, 11 Jun 2025 18:26:00 +0900",[],[],neutral
news,"진도 <b>곱창</b>김, 중국 상하이서 200만달러 수출 계약","전남 진도의 대표 특산물인 ‘<b>곱창</b>김’이 중국 상하이에서 열린 세계 최대 규모 식품 박람회에 참가해 200만... 진도 <b>곱창</b>김 홍보 전시관을 운영하고, 중국 청도거성실업과 수출 업무협약(MOU)을 체결했다고 밝혔다. 이번... ","Wed, 11 Jun 2025 14:32:00 +0900",[],[],neutral
news,TV하이라이트-6월12일,▣EBS 한국기행(12일 밤 9:35)=자갈치시장 뒷골목 오래된 건물에 자리한 양<b>곱창</b>집. 늦은 밤까지 사람들로... 양<b>곱창</b>을 구워 팔기 시작한 것이 지금까지 이어졌다는데. 외할머니와 친정엄마에 이어 4대째 맛을 이어오고... ,"Wed, 11 Jun 2025 13:18:00 +0900",[],[],neutral
news,"진도 <b>곱창</b>김, 중국 상해 국제식품박람회서 뜨거운 호응 얻어",진도 <b>곱창</b>김 홍보 전시장을 운영했다.(사진=진도군청) 중국 기업과 수출 MOU 체결을 통한 해외 시장 본격... 진도 <b>곱창</b>김 홍보 전시장을 운영하며 큰 호응을 얻었다. 이번 박람회에서 진도 <b>곱창</b>김은 다수의 중국... ,"Wed, 11 Jun 2025 11:10:00 +0900",[],[],neutral
news,[혈자리로 보는 세상만사] 삶의 ‘단장의 고개’를 넘으려면,"여기서 ‘애’는 <b>곱창</b>의 ‘애’, 즉 소장의 옛말입니다. 애가 끓고, 애를 태운다는 말은 슬픔이 소장에까지 파고들어 그 기능에 변화를 일으킨다는 것을 의미합니다. 한의학적으로 보면 이는 기체(氣滯), 장의 허한(虛寒)... ","Wed, 11 Jun 2025 10:18:00 +0900",[],[],neutral
news,"진도 <b>곱창</b>김, 중국 상해 국제식품박람회서 뜨거운 호응 얻어",진도 <b>곱창</b>김 홍보 전시장을 운영하며 큰 호응을 얻었다. 이번 박람회에서 진도 <b>곱창</b>김은 다수의 중국 기업으로부터 수입 의뢰를 받는 등 많은 관심을 받았으며 동양영어조합법인은 중국 방송사(CCTV)로부터 장인... ,"Wed, 11 Jun 2025 09:38:00 +0900",[],[],neutral
